,Actors,Awards,Country,Director,Error,Genre,Language,Metascore,Plot,Poster,Rated,Released,Response,Runtime,Title,Type,Writer,Year,imdbID,imdbRating,imdbVotes
769,"Dane Bowman, Claire Gordon-Harper, Johnathan Hurley, Chris Maple",N/A,USA,Patrick Ryan Sims,,"Action, Drama, Sci-Fi",English,N/A,"When their home security system malfunctions, a family struggles to survive an attack against a state of the art patrol guard that believes they are intruders.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNTIzMDc1M15BMl5BanBnXkFtZTgwMTgwNzU2MTE@._V1_SX300.jpg,N/A,08 Nov 2013,True,81 min,Echo Dr.,movie,Patrick Ryan Sims,2013,tt2343473,3.6,103
770,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest",Nominated for 1 Oscar. Another 6 wins & 8 nominations.,USA,Rob Reiner,,"Adventure, Family, Fantasy",English,77,"While home sick in bed, a young boy's grandfather reads him a story called The Princess Bride.",https://images-na.ssl-images-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,PG,09 Oct 1987,True,98 min,The Princess Bride,movie,"William Goldman (book), William Goldman (screenplay)",1987,tt0093779,8.1,"298,680"
771,"Doudou Gueye Thiaw, Maimouna N'Diaye, Awa Sene Sarr, Robert Liensol",11 wins & 1 nomination.,"France, Belgium, Luxembourg, Latvia, Hungary, Senegal",Michel Ocelot,,"Animation, Adventure, Family",French,N/A,"In a troubled African village, an unusual baby is born.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NDk4NjI5OF5BMl5BanBnXkFtZTcwNTg1NzgyMQ@@._V1_SX300.jpg,N/A,27 Oct 2000,True,74 min,Kirikou and the Sorceress,movie,Michel Ocelot,1998,tt0181627,7.6,"6,006"
772,"Chiquito, Marilou Bendigo, Cachupoy, Bembol Roco",N/A,Philippines,Angel Labra,,"Action, Comedy, Fantasy","Filipino, Tagalog",N/A,"Pitong is a trained ""ninja-kol"" martial artist. He disguises himself as a red ninja to avenge the murder of his godfather, Don Rosendo, who resigned from his syndicate that wants to bring ...",N/A,N/A,25 Sep 1986,True,N/A,Alamat ng ninja-kol,movie,Angel Labra,1986,tt0417412,4.8,8
773,"Arnold Schwarzenegger, Carl Weathers, Elpidia Carrillo, Bill Duke",Nominated for 1 Oscar. Another 3 wins & 4 nominations.,USA,John McTiernan,,"Action, Horror, Sci-Fi","English, Spanish",36,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,https://images-na.ssl-images-amazon.com/images/M/MV5BY2QwYmFmZTEtNzY2Mi00ZWMyLWEwY2YtMGIyNGZjMWExOWEyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,R,12 Jun 1987,True,107 min,Predator,movie,"Jim Thomas, John Thomas",1987,tt0093773,7.8,"293,908"
774,"Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty",Won 1 Oscar. Another 45 wins & 24 nominations.,USA,Gore Verbinski,,"Animation, Adventure, Comedy",English,75,"Rango is a pet chameleon always on the lookout for action and adventure, except the fake kind, where he directs it and acts in it. After a car accident, he winds up in an old western town called Dirt. What this town needs the most is water, but they also need a hero and a sheriff. The thirsty Rango instantly takes on the role of both and selfishly agrees to take on the case of their missing water.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5ODg1NTk3OF5BMl5BanBnXkFtZTcwNzA5NTMyNA@@._V1_SX300.jpg,PG,04 Mar 2011,True,107 min,Rango,movie,"John Logan, John Logan (story), Gore Verbinski (story), James Ward Byrkit (story)",2011,tt1192628,7.2,"185,865"
775,"Kamal Haasan, Madhavan, Kiran Rathod, Nassar",2 wins & 3 nominations.,India,Sundar C.,,"Adventure, Comedy, Drama","Tamil, Hindi",N/A,"Nallasivam (Kamal Haasan) and Anbarasu (Madhavan) are drawn together by the strings of fate after they come into contact at the Bhuvaneshwar airport. Anbarasu is an advertisement director, while Nallasivam is a trade unionist. Fate entwines their travel plans, and they end up travelling to Chennai together. In the course of their journey, Anbarasu, born with a golden spoon, is touched by the realities of the sufferings of a normal human being when he witnesses the dead and the injured during a train accident, and he volunteers to donate his blood, which is of a very rare group, despite his fear of blood. The flashback of Nallasivam is recounted during one of their journeys. Nallasivam is a communist trade unionist, who fights for higher wages for his comrades. By chance, he falls in love with the daughter Bala (Kiran) of a rich industrialist, Bala's father, Padaiyacchi (Nasser). Due to the opposition, they plan to elope and get married, but unfortunately, Nallasivam meets with an accident which disfigures him. He is told by Padaiyacchi that Bala is married, so he pursues his communist agenda, during the course of which he meets Anbarasu. Anbarasu is drawn to Nallasivam in the end, and claims him as his adopted brother, and requests Nallasivam to come to his wedding. At the wedding hall, Nalla discovers the bride to be is none other than his sweetheart, Bala. When Padaiyacchi discovers him at the hall, he is in a panic, and pleads for him to leave. Santhana Bharathy as Padaiyacchi's henchman plays out a sentimental scene in the end. The movie is more of a parallel cinema, with Kamal and Madhavan acting their roles to stellar efficiency. Kiran appears in a very small role, to the disappointment of many.",http://ia.media-imdb.com/images/M/MV5BODVhNGRjODgtMzI0YS00MzAwLWFjNzEtMjFkNDZhMTBkOTY2XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_SX300.jpg,N/A,14 Jan 2003,True,160 min,Anbe Sivam,movie,"Kamal Haasan (screenplay), Madan (dialogue)",2003,tt0367495,9.0,"6,079"
776,"Ed Cannon, Melissa Moore, Mal Arnold, Joey Thrower",N/A,USA,Donald Farmer,,"Action, Horror",English,N/A,"A cop, who's actually a vampire, teams up with a hot investigative journalist to stop a posh crime boss.",N/A,R,N/A,True,89 min,Vampire Cop,movie,Donald Farmer,1990,tt0100856,3.2,75
777,"Casper J. Allen, Mick Colligan, Michael Denny, Alicja Druzkowska",N/A,UK,John Maxwell,,"Animation, Adventure, Fantasy",English,N/A,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5NjU4NjkyMDleQTJeQWpwZ15BbWU4MDQ5OTM5MDgx._V1_SX300.jpg,N/A,12 Mar 2015,True,105 min,Violet City,movie,Dave Jackson,2015,tt3604664,6.4,27
778,"Maaya Sakamoto, Ikkyu Juku, Ken'ichirô Matsuda, Tarusuke Shingaki",N/A,Japan,"Susumu Kudo, Kazuchika Kise",,"Animation, Action, Sci-Fi",Japanese,N/A,"The anime's story is set in 2027, one year after the end of the fourth non-nuclear war. New Port City is still reeling from the war's aftermath when it suffers a bombing caused by a ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMzIyNzEwMDI3N15BMl5BanBnXkFtZTgwMjkyNjI0NDE@._V1_SX300.jpg,N/A,06 Sep 2014,True,59 min,Ghost in the Shell Arise: Border 4 - Ghost Stands Alone,movie,"Masamune Shirow (manga), Tow Ubukata (screenplay)",2014,tt4016942,7.4,872
779,"Robby Daniels, Ray Hanna, Jeffrey Lee Hollis, Joy Michele",N/A,USA,Robert D. Hanna,,Animation,English,N/A,"An animated action comedy that follows the quest of a young panda girl named KG, the Kung-Fu Girl. With the help of her brave yet zany Master Panda, KG must rescue the handsome Prince Po and restore justice to her beautiful kingdom. During her adventure, KG learns that there is no limit to what she can accomplish, if she believes in herself.",http://ia.media-imdb.com/images/M/MV5BMzMwMDk3MTA1Nl5BMl5BanBnXkFtZTcwNjM5NDg4Nw@@._V1_SX300.jpg,PG,07 Jul 2009,True,77 min,The Prodigy,movie,Robert D. Hanna (creator),2009,tt1485096,2.2,171
780,"Kelvin Girdy, Will Martin, Gabe Shebesta, Victoria Lydia Rodriguez",N/A,USA,Will Martin,,"Action, Adventure",English,N/A,"In a border town overrun with drug violence, a young gunslinging skateboarder named Jack Urban is out to avenge the murder of his kid sister - killed by a drug cartel leader known only as ""The King."" Up against ruthless street gangs and corrupt officials, Jack will skate and destroy his way through bustling streets and concrete ditches, becoming the folk hero known to the town as the ""Roughrider.""",http://ia.media-imdb.com/images/M/MV5BMTQ0MDQyODIzMV5BMl5BanBnXkFtZTcwOTgwNzkyNQ@@._V1_SX300.jpg,N/A,15 Mar 2012,True,80 min,Roughrider,movie,Will Martin,2012,tt1803745,7.3,37
781,"Deborah Raffin, Peter Fonda, John Amos, Carlos Palomino",N/A,USA,Gus Trikonis,,"Adventure, Horror",English,N/A,"An anthropologist hires a down-on-his-luck helicopter pilot to fly her into the jungle, where she is searching for a scientist who is investigating reports of a tribe of reptile-men.",http://ia.media-imdb.com/images/M/MV5BOGM1MTI4YTAtNTQ1Zi00Y2NhLTlhOTQtZTUyZjllYzJhNGY5XkEyXkFqcGdeQXVyNjE0NjU5NDQ@._V1_SX300.jpg,PG,10 Jun 1983,True,93 min,Dance of the Dwarfs,movie,"Geoffrey Household (novel), Larry K. Johnson, G.W. King, Michael Viner",1983,tt0085396,3.8,184
782,"Cesar Montano, Alessandra de Rossi, Noni Buencamino, Tirso Cruz III",N/A,Philippines,Cesar Montano,,"Action, Biography, Drama","Filipino, Tagalog",N/A,Alfredo S. Lim has just been awarded as one of Manila's ten most outstanding policemen. The celebration has abruptly ended when one of his co-honorees is killed while trying to stop a robbery. Lim tracks down these criminals which ruffles the feathers of powerful people. His work takes a personal toll on his marriage and also puts his family in danger.,N/A,N/A,27 Feb 2013,True,110 min,Alfredo S. Lim: The Untold Story,movie,"Enrique Ramos (screenplay), Cesar Montano (screenplay)",2013,tt2734602,5.0,5
783,"Ljubisa Jovanovic, Vasa Pantelic, Jovan Konjovic, Miroslav Petrovic",N/A,Yugoslavia,Zorz Skrigin,,War,Serbo-Croatian,N/A,"Jelena and doctor Mirkovic realize that their relationship is not just fulfilling the party's task of better maintenance of the illegal press. When Mirkovic joined partisans, one of the ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMGNlM2ZmZmMtNzQ2NC00Njg5LWIxOTktYTY5NDc1Y2I5ZDc1XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,N/A,26 Mar 1956,True,92 min,Potraga,movie,"Slobodan Glumac, Toso Popovski",1956,tt0049633,5.0,5
784,"Michael Caine, Dave Goelz, Steve Whitmire, Jerry Nelson",1 win & 1 nomination.,USA,Brian Henson,,"Comedy, Drama, Family",English,N/A,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NzE5NzczOV5BMl5BanBnXkFtZTgwNzc1Njc1MzE@._V1_SX300.jpg,G,11 Dec 1992,True,85 min,The Muppet Christmas Carol,movie,"Charles Dickens (novel), Jerry Juhl (screenplay)",1992,tt0104940,7.7,"34,044"
785,"William Hope, Leon Herbert, Ronald Pickup, Philip Bretherton",N/A,"Finland, Iceland","Pete Riski, Alan Smithee",,"Fantasy, Horror, Thriller",English,N/A,A man emerges with his autistic daughter and three others from a hospital elevator to find themselves trapped in the building with devilish monsters.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzgzNjIzMDMyNF5BMl5BanBnXkFtZTcwMzk0NTMwNQ@@._V1_SX300.jpg,R,08 Feb 2008,True,85 min,Dark Floors,movie,"Pekka Lehtosaari, Mr. Lordi (the story is based on an original idea by), Pete Riski (the story is based on an original idea by), Howard Brodsky (adaptation), Aretta Vähälä (translation: English), Mika Karttunen (translation: English), Harri Virtanen (dramaturge)",2008,tt0985025,4.5,"5,850"
786,"Stephen Baldwin, Gabriel Byrne, Benicio Del Toro, Kevin Pollak",Won 2 Oscars. Another 32 wins & 16 nominations.,"USA, Germany",Bryan Singer,,"Crime, Drama, Mystery","English, Hungarian, Spanish, French",77,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which begin when five criminals meet at a seemingly random police lineup.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzI1MjI5MDQyOV5BMl5BanBnXkFtZTcwNzE4Mjg3NA@@._V1_SX300.jpg,R,15 Sep 1995,True,106 min,The Usual Suspects,movie,Christopher McQuarrie,1995,tt0114814,8.6,"749,924"
787,"Tony Demil, Timothy Neil Williams, Evan Huit, Tracy Wiu",N/A,USA,Fred Zara,,"Comedy, Drama, Romance",English,N/A,"Clark can't read words, but he can read people. Can his special intuition guard him from the one obstacle he must overcome?",http://ia.media-imdb.com/images/M/MV5BMTQyODc3NzY0OV5BMl5BanBnXkFtZTgwMzg3NDEzNDE@._V1_SX300.jpg,N/A,N/A,True,84 min,Read Me,movie,"Fred Zara (story), Fred Zara",2015,tt3753360,N/A,N/A
788,"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky",Won 1 BAFTA Film Award. Another 5 wins & 8 nominations.,USA,Harold Ramis,,"Comedy, Fantasy, Romance","English, French, Italian",72,A weatherman finds himself living the same day over and over again.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MzQyNTExMV5BMl5BanBnXkFtZTgwMjA0Njk1MDE@._V1_SX300.jpg,PG,12 Feb 1993,True,101 min,Groundhog Day,movie,"Danny Rubin (screenplay), Harold Ramis (screenplay), Danny Rubin (story)",1993,tt0107048,8.1,"445,120"
789,"James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo",Won 5 Oscars. Another 26 wins & 29 nominations.,USA,Mel Gibson,,"Biography, Drama, History","English, French, Latin, Scottish Gaelic",68,"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTMyNGE1ODQtYTNiNS00ZTUyLThhZjktMTgyOGZkZThlYTc3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,24 May 1995,True,178 min,Braveheart,movie,Randall Wallace,1995,tt0112573,8.4,"746,574"
790,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman",Nominated for 1 Oscar. Another 9 wins & 39 nominations.,USA,"Nathan Greno, Byron Howard",,"Animation, Adventure, Comedy",English,71,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_SX300.jpg,PG,24 Nov 2010,True,100 min,Tangled,movie,"Dan Fogelman (screenplay), Jacob Grimm (based upon the fairy tale ""Rapunzel"" by), Wilhelm Grimm (based upon the fairy tale ""Rapunzel"" by)",2010,tt0398286,7.8,"298,788"
791,"Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen",Nominated for 2 Oscars. Another 5 wins & 7 nominations.,USA,"Stanley Donen, Gene Kelly",,"Comedy, Musical, Romance",English,N/A,A silent film production company and cast make a difficult transition to sound.,http://ia.media-imdb.com/images/M/MV5BMTUxMTIyNTI4Nl5BMl5BanBnXkFtZTcwNTk1ODQyMg@@._V1_SX300.jpg,APPROVED,11 Apr 1952,True,103 min,Singin' in the Rain,movie,"Betty Comden (story by), Adolph Green (story by)",1952,tt0045152,8.3,"151,178"
792,"Sirachuch Chienthaworn, Pawarith Monkolpisit",N/A,Laos,Sakchai Deenan,,Romance,"Lao, Thai",N/A,N/A,N/A,N/A,09 Aug 2012,True,N/A,Always on My Mind,movie,Sakchai Deenan,2012,tt2776270,7.2,6
793,"Bruce Allpress, Sean Astin, John Bach, Sala Baker",Won 2 Oscars. Another 114 wins & 127 nominations.,"USA, New Zealand",Peter Jackson,,"Action, Adventure, Drama","English, Sindarin, Old English",88,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyNDU0NjY4NTheQTJeQWpwZ15BbWU2MDk4MTY2Nw@@._V1_SX300.jpg,PG-13,18 Dec 2002,True,179 min,The Lord of the Rings: The Two Towers,movie,"J.R.R. Tolkien (novel), Fran Walsh (screenplay), Philippa Boyens (screenplay), Stephen Sinclair (screenplay), Peter Jackson (screenplay)",2002,tt0167261,8.7,"1,113,421"
794,"Michael Berryman, Peter Brocco, Dean R. Brooks, Alonzo Brown",Won 5 Oscars. Another 30 wins & 13 nominations.,USA,Milos Forman,,Drama,English,79,A criminal pleads insanity after getting into trouble again and once in the mental institution rebels against the oppressive nurse and rallies up the scared patients.,https://images-na.ssl-images-amazon.com/images/M/MV5BYmJkODkwOTItZThjZC00MTE0LWIxNzQtYTM3MmQwMGI1OWFiXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,R,21 Nov 1975,True,133 min,One Flew Over the Cuckoo's Nest,movie,"Lawrence Hauben (screenplay), Bo Goldman (screenplay), Ken Kesey (based on the novel by), Dale Wasserman (the play version: ""One Flew Over the Cuckoo's Nest"" by)",1975,tt0073486,8.7,"687,873"
